statecode,statename,districtcode,district_name,localbodycode,localbody_name,localbody_type,status,confidence_score,disparity_category,validation_flag,top3_candidates
8,Rajasthan,98,Dholpur,248704,Nagar,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,248707,Kumher,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,248709,Bhusawar,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 91:Bharatpur(25.0%)
8,Rajasthan,98,Dholpur,248710,Weir,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 91:Bharatpur(25.0%)
8,Rajasthan,98,Dholpur,248711,Bayana,Town Panchayat,AMBIGUOUS MATCH,0.75,HIGH DISPARITY,NEARLY RESOLVABLE,98:Dholpur(75.0%) | | | 91:Bharatpur(25.0%)
8,Rajasthan,98,Dholpur,248712,Bari,Town Panchayat,AMBIGUOUS MATCH,0.75,HIGH DISPARITY,NEARLY RESOLVABLE,98:Dholpur(75.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,248713,Dhaulpur,Municipality,AMBIGUOUS MATCH,0.3333,LOW DISPARITY,HIGH AMBIGUITY,98:Dholpur(33.33%) | | | 112:Rajsamand(33.33%)
8,Rajasthan,98,Dholpur,248714,Rajakhera,Town Panchayat,AMBIGUOUS MATCH,0.75,HIGH DISPARITY,NEARLY RESOLVABLE,98:Dholpur(75.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,248728,Viratnagar,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,248731,Kishangarh Renwal,Town Panchayat,AMBIGUOUS MATCH,0.4,LOW DISPARITY,HIGH AMBIGUITY,98:Dholpur(40.0%) | | | 102:Jaipur(40.0%)
8,Rajasthan,98,Dholpur,248732,Jobner,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 102:Jaipur(25.0%)
8,Rajasthan,98,Dholpur,248733,Sambhar,Town Panchayat,AMBIGUOUS MATCH,0.4,LOW DISPARITY,HIGH AMBIGUITY,98:Dholpur(40.0%) | | | 102:Jaipur(40.0%)
8,Rajasthan,98,Dholpur,248734,Phulera,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 102:Jaipur(25.0%)
8,Rajasthan,98,Dholpur,248735,Bagru,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 102:Jaipur(25.0%)
8,Rajasthan,98,Dholpur,248737,Chaksu,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 102:Jaipur(25.0%)
8,Rajasthan,98,Dholpur,248738,Ramgarh,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,248739,Fatehpur,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,248745,Reengus,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,248747,Ladnu,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,248748,Didwana,Town Panchayat,AMBIGUOUS MATCH,0.4,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(40.0%) | | | 97:Dausa(20.0%)
8,Rajasthan,98,Dholpur,248751,Mundwa,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 110:Nagaur(25.0%)
8,Rajasthan,98,Dholpur,248752,Kuchera,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 110:Nagaur(25.0%)
8,Rajasthan,98,Dholpur,248753,Merta City,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 110:Nagaur(25.0%)
8,Rajasthan,98,Dholpur,248755,Parbatsar,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 110:Nagaur(25.0%)
8,Rajasthan,98,Dholpur,248757,Kuchaman City,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,248758,Nawa,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,248759,Phalodi,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 103:Jaisalmer(25.0%)
8,Rajasthan,98,Dholpur,248761,Pipar City,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 107:Jodhpur(25.0%)
8,Rajasthan,98,Dholpur,248762,Bilara,Town Panchayat,AMBIGUOUS MATCH,0.4,LOW DISPARITY,HIGH AMBIGUITY,98:Dholpur(40.0%) | | | 107:Jodhpur(40.0%)
8,Rajasthan,98,Dholpur,248764,Pokaran,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 103:Jaisalmer(25.0%)
8,Rajasthan,98,Dholpur,248768,Bhinmal,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 104:Jalore(25.0%)
8,Rajasthan,98,Dholpur,248769,Sanchore,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 104:Jalore(25.0%)
8,Rajasthan,98,Dholpur,248770,Sheoganj,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,248773,Mount Abu,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,248774,Abu Road,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,248775,Jaitaran,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,248776,Sojat,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 111:Pali(25.0%)
8,Rajasthan,98,Dholpur,248780,Rani,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 111:Pali(25.0%)
8,Rajasthan,98,Dholpur,248781,Sadri,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 111:Pali(25.0%)
8,Rajasthan,98,Dholpur,248782,Takhatgarh,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 111:Pali(25.0%)
8,Rajasthan,98,Dholpur,248784,Falna,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 111:Pali(25.0%)
8,Rajasthan,98,Dholpur,248785,Bali,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 111:Pali(25.0%)
8,Rajasthan,98,Dholpur,248792,Sarwar,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 86:Ajmer(25.0%)
8,Rajasthan,98,Dholpur,248793,Kekri,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 86:Ajmer(25.0%)
8,Rajasthan,98,Dholpur,248796,Niwai,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,248798,Todaraisingh,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,248800,Uniara,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 94:Bundi(25.0%)
8,Rajasthan,98,Dholpur,248801,Nainwa,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 94:Bundi(25.0%)
8,Rajasthan,98,Dholpur,248802,Indragarh,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 94:Bundi(25.0%)
8,Rajasthan,98,Dholpur,248803,Lakheri,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 94:Bundi(25.0%)
8,Rajasthan,98,Dholpur,248804,Kaprain,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 94:Bundi(25.0%)
8,Rajasthan,98,Dholpur,248805,Keshoraipatan,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 94:Bundi(25.0%)
8,Rajasthan,98,Dholpur,248808,Asind,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 92:Bhilwara(25.0%)
8,Rajasthan,98,Dholpur,248809,Gulabpura,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 92:Bhilwara(25.0%)
8,Rajasthan,98,Dholpur,248811,Gangapur,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 92:Bhilwara(25.0%)
8,Rajasthan,98,Dholpur,248813,Jahazpur,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 92:Bhilwara(25.0%)
8,Rajasthan,98,Dholpur,248814,Mandalgarh,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 92:Bhilwara(25.0%)
8,Rajasthan,98,Dholpur,248816,Deogarh,Town Panchayat,AMBIGUOUS MATCH,0.5,LOW DISPARITY,HIGH AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(50.0%)
8,Rajasthan,98,Dholpur,248817,Amet,Town Panchayat,AMBIGUOUS MATCH,0.5,LOW DISPARITY,HIGH AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(50.0%)
8,Rajasthan,98,Dholpur,248820,Nathdwara,Town Panchayat,AMBIGUOUS MATCH,0.5,LOW DISPARITY,HIGH AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(50.0%)
8,Rajasthan,98,Dholpur,248821,Fatehnagar,Town Panchayat,AMBIGUOUS MATCH,0.5,LOW DISPARITY,HIGH AMBIGUITY,98:Dholpur(50.0%) | | | 117:Udaipur(50.0%)
8,Rajasthan,98,Dholpur,248823,Bhinder,Town Panchayat,AMBIGUOUS MATCH,0.5,LOW DISPARITY,HIGH AMBIGUITY,98:Dholpur(50.0%) | | | 117:Udaipur(50.0%)
8,Rajasthan,98,Dholpur,248824,Kanor,Town Panchayat,AMBIGUOUS MATCH,0.5,LOW DISPARITY,HIGH AMBIGUITY,98:Dholpur(50.0%) | | | 117:Udaipur(50.0%)
8,Rajasthan,98,Dholpur,248832,Sagwara,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 99:Dungarpur(25.0%)
8,Rajasthan,98,Dholpur,248836,Kushalgarh,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 88:Banswara(25.0%)
8,Rajasthan,98,Dholpur,248837,Begun,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 95:Chittorgarh(25.0%)
8,Rajasthan,98,Dholpur,248840,Kapasan,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 95:Chittorgarh(25.0%)
8,Rajasthan,98,Dholpur,248841,Nimbahera,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 95:Chittorgarh(25.0%)
8,Rajasthan,98,Dholpur,248842,Chhoti Sadri,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,248843,Bari Sadri,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 95:Chittorgarh(25.0%)
8,Rajasthan,98,Dholpur,248847,Kaithoon,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 109:Kota(25.0%)
8,Rajasthan,98,Dholpur,248851,Ramganj Mandi,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 109:Kota(25.0%)
8,Rajasthan,98,Dholpur,248855,Sangod,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 109:Kota(25.0%)
8,Rajasthan,98,Dholpur,248856,Mangrol,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 89:Baran(25.0%)
8,Rajasthan,98,Dholpur,248857,Anta,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 89:Baran(25.0%)
8,Rajasthan,98,Dholpur,248860,Chhabra,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 89:Baran(25.0%)
8,Rajasthan,98,Dholpur,248865,Aklera,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 105:Jhalawar(25.0%)
8,Rajasthan,98,Dholpur,248867,Bhawani Mandi,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 105:Jhalawar(25.0%)
8,Rajasthan,98,Dholpur,248868,Pirawa,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 105:Jhalawar(25.0%)
8,Rajasthan,98,Dholpur,263007,Itawa,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 109:Kota(25.0%)
8,Rajasthan,98,Dholpur,263008,Roopbas,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 91:Bharatpur(25.0%)
8,Rajasthan,98,Dholpur,277231,Degana,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 110:Nagaur(25.0%)
8,Rajasthan,98,Dholpur,277233,Kishangarhbas,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,277234,Pindwara,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,277235,Shahpura..(Bhilwara),Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 92:Bhilwara(25.0%)
8,Rajasthan,98,Dholpur,277601,Khatushyamji,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,277602,Partapur -Garhi,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 88:Banswara(25.0%)
8,Rajasthan,98,Dholpur,290432,Thanagaji,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 87:Alwar(25.0%)
8,Rajasthan,98,Dholpur,296915,Laxmangarh (Alwar),Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 87:Alwar(25.0%)
8,Rajasthan,98,Dholpur,296916,Ramgarh (Alwar),Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 87:Alwar(25.0%)
8,Rajasthan,98,Dholpur,296923,Bansur,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,296924,Bhopalgarh,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 107:Jodhpur(25.0%)
8,Rajasthan,98,Dholpur,296926,Mandawari,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,296930,Sarmathura,Town Panchayat,AMBIGUOUS MATCH,0.75,HIGH DISPARITY,NEARLY RESOLVABLE,98:Dholpur(75.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,296931,Baseri,Town Panchayat,AMBIGUOUS MATCH,0.75,HIGH DISPARITY,NEARLY RESOLVABLE,98:Dholpur(75.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,296933,Sultanpur,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 109:Kota(25.0%)
8,Rajasthan,98,Dholpur,296934,Atru,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 89:Baran(25.0%)
8,Rajasthan,98,Dholpur,296936,Bamanwas,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,298994,Uchchain,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 91:Bharatpur(25.0%)
8,Rajasthan,98,Dholpur,298995,Sikri,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,299534,Borawar,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,299535,Kotkasim,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,299753,Khajuwala,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 93:Bikaner(25.0%)
8,Rajasthan,98,Dholpur,299757,Siwana,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,299764,Jayal,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 110:Nagaur(25.0%)
8,Rajasthan,98,Dholpur,299765,Mandawar,Town Panchayat,AMBIGUOUS MATCH,0.4,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(40.0%) | | | 109:Kota(20.0%)
8,Rajasthan,98,Dholpur,299784,Balesar Satta,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 107:Jodhpur(25.0%)
8,Rajasthan,98,Dholpur,299825,Bonli,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,299934,Tapukara,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,299936,Hameergarh,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 92:Bhilwara(25.0%)
8,Rajasthan,98,Dholpur,299937,Tibbi,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 100:Ganganagar(25.0%)
8,Rajasthan,98,Dholpur,299939,Gudhagorji,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 106:Jhunjhunu(25.0%)
8,Rajasthan,98,Dholpur,299940,Raniwada,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 104:Jalore(25.0%)
8,Rajasthan,98,Dholpur,299941,Danta,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,299942,Dhariawad,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,299974,Bardod,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(25.0%)
8,Rajasthan,98,Dholpur,299976,Basni,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 110:Nagaur(25.0%)
8,Rajasthan,98,Dholpur,299977,Ajeetgarh,Town Panchayat,AMBIGUOUS MATCH,0.5,LOW DISPARITY,HIGH AMBIGUITY,98:Dholpur(50.0%) | | | 112:Rajsamand(50.0%)
8,Rajasthan,98,Dholpur,300050,Semari,Town Panchayat,AMBIGUOUS MATCH,0.5,LOW DISPARITY,HIGH AMBIGUITY,98:Dholpur(50.0%) | | | 117:Udaipur(50.0%)
8,Rajasthan,98,Dholpur,300321,Narayana,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 102:Jaipur(25.0%)
8,Rajasthan,98,Dholpur,300322,Marwar Junction,Town Panchayat,AMBIGUOUS MATCH,0.4,LOW DISPARITY,HIGH AMBIGUITY,98:Dholpur(40.0%) | | | 774:Beawar(40.0%)
8,Rajasthan,98,Dholpur,300344,Bahadurpur,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 87:Alwar(25.0%)
8,Rajasthan,98,Dholpur,300347,Baroda Meo,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 87:Alwar(25.0%)
8,Rajasthan,98,Dholpur,300350,Manoharpur,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 102:Jaipur(25.0%)
8,Rajasthan,98,Dholpur,301405,Ahore,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 104:Jalore(25.0%)
8,Rajasthan,98,Dholpur,301411,Baswa,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 97:Dausa(25.0%)
8,Rajasthan,98,Dholpur,301412,Bap,Town Panchayat,AMBIGUOUS MATCH,0.5,MODERATE DISPARITY,MODERATE AMBIGUITY,98:Dholpur(50.0%) | | | 93:Bikaner(25.0%)
